2016-07-09T07:48:13.750602Z,EC,2140
2016-07-09T07:48:13.750590Z,PH,4.444
2016-07-09T07:48:13.750576Z,ORP,311.3
2016-07-09T07:48:13.750558Z,DO,9.27
2016-07-09T07:48:13.750524Z,Temp,33.80
2016-07-09T07:47:47.220793Z,GRV,1.001
2016-07-09T07:47:47.220781Z,Sal,1.09
2016-07-09T07:47:47.220770Z,TDS,1155
2016-07-09T07:47:47.220757Z,EC,2140
2016-07-09T07:47:47.220744Z,PH,4.444
2016-07-09T07:47:47.220730Z,ORP,311.6
2016-07-09T07:47:47.220712Z,DO,9.27
2016-07-09T07:47:47.220667Z,Temp,33.55
2016-07-09T07:47:29.996688Z,EC,2141
2016-07-09T07:47:29.996675Z,PH,4.447
2016-07-09T07:47:29.996656Z,ORP,311.6
2016-07-09T07:47:29.996639Z,DO,9.27
2016-07-09T07:47:29.996603Z,Temp,33.80
2016-07-09T07:47:22.049278Z,GRV,1.001
2016-07-09T07:47:22.049267Z,Sal,1.09
