2017-04-02T04:53:17.377040Z,PH,6.061
2017-04-02T04:53:17.377028Z,ORP,
2017-04-02T04:53:17.376998Z,DO,9.63
2017-04-02T04:53:05.352457Z,GRV,1.001
2017-04-02T04:53:05.352465Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:53:05.352449Z,Sal,1.47
2017-04-02T04:53:05.352441Z,TDS,1541
2017-04-02T04:53:05.352432Z,Temp,31.59
2017-04-02T04:53:05.352424Z,EC,2854
2017-04-02T04:53:05.352414Z,PH,6.058
2017-04-02T04:53:05.352401Z,ORP,
2017-04-02T04:53:05.352366Z,DO,9.66
2017-04-02T04:52:52.150082Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:52:52.150067Z,Sal,1.48
2017-04-02T04:52:52.150075Z,GRV,1.001
2017-04-02T04:52:52.150058Z,TDS,1542
2017-04-02T04:52:52.150048Z,Temp,31.59
2017-04-02T04:52:52.150028Z,PH,6.058
2017-04-02T04:52:52.150037Z,EC,2856
2017-04-02T04:52:52.150015Z,ORP,
2017-04-02T04:52:52.149981Z,DO,9.61
